evacuationTime,averageReactionTime,wrongDecisions,correctDecisions,safetyViolations,hazardsDetected,hazardsIgnored,victimsRescued,objectivesCompleted,performanceScore
95.12786021205093,3.0700795355893273,6,14,3,4,1,1,0,68.18
572.3981901167999,2.0851019719955093,5,5,0,2,2,5,0,65.19
581.441297860262,1.6925788146628824,6,12,0,5,5,1,5,72.62
496.53456798288903,7.266598982903258,6,2,4,7,3,7,1,30.44
224.49143535362018,4.058874673912595,1,9,3,6,7,7,0,79.51
112.74294156344729,7.522900943758853,7,8,0,2,4,4,5,76.56
429.4858343165647,1.5882070671904813,7,3,0,7,2,9,1,78.7
297.6823466193847,3.837613040475493,2,8,3,1,5,6,5,78.53
125.90064681618057,5.855421631378035,3,14,2,9,2,3,9,100.0
327.3955314600859,8.116508483550671,7,9,0,8,3,0,7,78.13
78.56980140221793,3.8687725263886295,6,14,1,3,2,1,1,87.06
551.0330171225423,6.633022387933082,7,3,3,0,5,9,8,38.55
199.74119006400915,8.973799734125684,6,3,0,7,6,9,7,81.58
417.76203355115024,6.542768693640741,4,2,4,6,5,3,9,43.27
228.32398108828193,3.096635272782704,1,8,5,4,7,0,0,37.36
340.8367314360178,1.2196070340088423,1,10,1,9,7,7,6,100.0
355.223550845371,8.830889865108368,3,1,5,4,7,8,9,42.82
159.8214059837846,1.1914246976534844,7,8,5,6,0,3,5,68.9
583.5756989928616,8.872315054157795,7,7,0,4,3,9,5,72.17
478.57172461500187,5.760434206244907,5,14,1,7,6,2,5,71.39
567.3294284446622,9.451609286616065,0,7,1,5,0,1,5,86.1
543.2067692309304,8.189049121962988,4,3,2,4,3,4,9,60.52
382.865988557986,9.981406994800038,1,1,5,8,6,2,6,36.47
557.8120869124831,4.156406339065391,4,4,1,1,2,9,2,72.46
107.78595110803653,7.904694600380142,1,9,2,0,6,6,5,84.03
165.8307457063384,4.617378222483179,4,5,3,7,5,5,2,66.72
84.42273601169056,5.318880582735179,2,1,2,2,0,0,6,82.75
235.67837861216273,6.64754916896533,6,5,4,6,2,7,6,63.37
269.8857364323203,8.863094027677048,1,13,0,9,5,1,7,100.0
206.52847715790378,9.856751222793656,4,8,3,7,3,4,1,56.02
507.51825494204184,7.914460724780664,7,8,3,5,6,8,8,48.98
252.64679641453822,4.759901039506004,0,5,4,9,5,7,4,90.55
211.70463523118562,4.792213020493632,2,12,2,8,2,1,8,100.0
353.05588490545415,7.638240714300023,2,9,0,6,0,8,9,100.0
136.09908148637183,3.148994311914721,0,1,2,9,0,4,4,100.0
493.1863696071814,1.994267018182552,4,4,1,4,7,9,6,75.57
100.25734758707625,4.191599418766989,7,3,2,7,6,5,8,66.07
592.9189457642793,3.5851509248867357,3,2,3,1,5,2,3,24.52
477.012175420195,3.6667730841039106,0,8,0,6,7,2,1,77.23
167.30646802845308,3.1024697594491895,4,7,2,3,2,9,8,100.0
62.981943246745296,1.378838706727257,0,9,0,8,7,7,1,100.0
500.34917136561046,1.1608654126007243,0,2,0,0,1,9,2,100.0
441.7029656777132,9.889501507624283,1,14,1,6,3,9,9,100.0
453.66387074213316,4.849958203622761,4,14,1,5,7,1,1,56.25
476.4859872104107,4.4589398244371345,3,4,3,7,3,1,2,47.85
99.9841119364088,7.116825544237629,6,14,4,4,2,4,5,73.74
253.5714934139072,2.9642849907855773,1,6,0,0,1,5,2,100.0
122.56929214357004,9.549650655552028,0,11,4,0,0,1,9,95.43
526.0758499728205,8.07710512973997,6,3,3,8,6,4,7,35.97
396.58098848688127,1.8046990208103355,5,8,0,9,4,6,5,97.32
238.68493342043055,4.758226982064356,6,3,0,5,4,9,6,91.93
94.32150915445277,8.912064768059482,0,14,5,9,6,9,0,85.69
227.93045372645759,9.502588200622693,0,12,4,4,2,7,2,89.37
235.5989938944434,5.2066136012488275,7,13,2,0,1,6,2,76.39
453.9873363025546,6.520702502896369,4,13,1,5,1,7,1,89.94
404.28103453181507,2.503305514828677,4,2,2,5,3,8,6,81.29
539.0948809912163,9.92051763523279,1,13,4,2,0,4,8,80.67
314.9960595874526,3.0850453124509905,3,13,1,7,5,4,3,93.68
124.58089280668293,9.48458596721613,1,3,2,0,7,9,4,69.76
445.1521851004173,6.846819840931316,2,11,5,0,1,3,2,49.36
470.8239262531246,6.469631153909732,0,6,1,5,6,8,8,98.36
363.08968668752794,5.614196599148578,6,2,0,9,5,4,3,64.9
476.32227717546294,3.076028305459828,5,8,2,0,4,1,4,38.93
326.649622036771,2.5887522880495744,0,1,1,5,5,9,0,87.81
342.2757278662768,2.9843758816315784,0,7,5,0,0,7,1,73.93
290.8721499136168,2.6779443592982908,1,2,1,5,6,6,8,100.0
73.7263284418114,8.01626026210078,5,10,1,2,0,7,1,94.46
118.2613705763844,4.151127332500571,5,12,5,7,5,2,4,50.18
76.9717602708365,1.5205840890705673,5,6,2,5,7,3,7,70.11
403.6616220824414,9.721923671267302,1,12,3,0,2,4,2,65.48
229.7522297812164,8.954072964670832,0,2,2,4,1,5,5,94.45
334.6281732289395,9.349770548756917,1,2,4,7,6,0,3,31.7
550.0858959200903,9.954170403817917,4,10,5,2,2,3,6,36.09
194.61780374039247,2.5650572429753855,4,13,2,5,5,9,9,100.0
281.6067784392401,4.566178170123929,1,8,1,4,1,4,2,100.0
467.9976148132463,7.824146281336822,5,12,5,5,3,6,5,53.64
183.55100936547615,7.26418556248413,7,2,0,9,2,4,9,89.4
101.56915130754822,2.3850631570586955,0,7,2,0,2,0,8,100.0
216.46578457343475,8.34249812491556,1,3,5,6,5,6,9,65.07
147.05949511716238,3.019965146529946,1,8,2,8,4,7,0,100.0
562.0367322649895,3.0143585334036076,1,7,5,1,5,6,2,40.73
496.38500496478514,5.832769806040722,7,14,1,9,2,3,1,70.86
402.0380285156287,6.336459413575328,7,8,0,4,1,7,7,94.41
530.5887187013675,6.220775870540301,2,14,0,9,7,4,6,96.25
493.9829215255218,1.8233815365797938,4,7,4,3,4,9,1,53.08
160.74783179845934,8.897147763673424,6,11,5,5,5,8,5,50.68
541.9818591845881,3.3904003832983545,5,6,2,5,7,9,2,56.21
351.24481063445137,2.1656342915452376,3,13,0,1,6,4,7,99.2
496.0176837885938,8.998732718820794,7,7,0,1,5,0,9,43.73
543.8893019586864,9.60086348406778,6,5,3,3,2,8,2,42.37
231.7218764848065,8.759148555389055,7,7,3,0,7,4,9,33.17
119.42803924494545,8.285644672523903,5,1,0,8,2,5,8,98.08
183.0849877726485,6.8971778257511955,3,1,5,6,3,3,0,29.76
290.63820585817837,5.957716335482254,2,9,4,6,7,5,4,60.35
501.72797359814626,1.7828808392026914,1,14,0,2,7,7,2,98.64
524.7945149584255,4.676078917636288,2,5,1,2,5,2,5,63.63
63.75415048684298,4.354196653110826,7,13,2,0,2,4,9,100.0
335.8035433918855,3.337784053842936,2,5,4,2,6,1,1,23.79
285.40194170034067,7.510781023197264,6,3,1,2,0,1,8,71.53
179.93821765419432,5.4628816157089375,0,5,4,3,4,6,5,79.41
124.72729836018871,1.7294159431688314,7,3,1,3,0,9,6,100.0
242.3121925579591,2.981648817548302,7,9,2,2,4,9,4,74.06
569.1712401127604,7.149328872936364,6,9,2,9,6,9,8,71.52
234.5295832912078,1.6851777354127018,4,6,3,7,7,5,0,58.96
340.1469357414177,8.660862226438919,3,1,5,7,7,3,4,22.2
439.630237803396,5.4563187431257685,1,7,1,0,5,4,9,87.18
256.3599852848188,5.325279195939832,6,7,3,6,3,0,5,55.58
584.7623246693188,6.331670061935658,3,14,1,1,2,6,6,88.56
579.7215392687401,8.422128693326343,5,10,3,0,2,7,3,43.18
195.96243974569666,4.1302828711197375,3,10,2,2,2,8,0,84.41
328.5141931818881,7.102145373031572,5,4,4,3,5,7,7,46.27
222.47428730105563,6.09158767596212,6,8,3,5,4,4,9,72.18
213.8138669638325,3.403254431524792,7,6,1,9,7,2,3,56.81
79.9189515714477,8.907669877196422,7,4,1,4,6,9,2,60.64
389.16474034914427,8.176834194462353,4,4,5,3,2,8,6,47.95
331.4466725435852,6.926066511925829,6,2,2,7,0,5,1,61.98
87.79852567499425,8.655235561848176,5,14,1,3,2,4,7,100.0
210.46909068777018,8.805647808638222,3,2,0,9,7,2,5,74.06
550.463578421993,7.3752667904353135,3,12,4,1,5,5,6,44.05
189.36342096016512,8.533119955273047,5,14,3,2,6,2,4,51.4
138.24323092926048,7.277243155023553,2,4,5,5,3,9,8,81.97
324.304490549884,7.121266945842704,4,5,4,7,6,5,4,43.35
592.2512452197244,6.5675024039366585,0,8,2,7,0,3,4,93.86
190.70984661621023,7.774449756018771,7,6,5,8,2,1,2,29.19
422.9531955991744,2.427445947637663,1,14,3,6,2,7,0,95.44
471.2745922775075,8.927836832790355,3,4,3,1,1,3,1,37.6
188.32427375589583,8.846591749707088,1,13,0,7,4,8,7,100.0
453.2368282504042,1.2632255473110323,0,11,2,6,0,6,0,100.0
258.60289166839675,8.432350755082865,6,7,5,7,1,1,6,44.59
401.44514852053294,2.1598288072610066,1,8,5,2,6,3,4,50.96
402.10604381088314,4.016069688332277,0,2,1,6,3,4,2,84.28
349.3183294003696,7.69157430662447,7,12,0,9,4,2,6,80.58
108.75647582938049,2.4468390644347737,5,7,0,8,0,8,8,100.0
511.0633476181885,8.36170321707156,2,14,5,2,2,4,1,49.35
233.22123508473734,8.489207601619677,7,2,5,9,6,1,7,16.23
160.71999561592128,5.567209603847526,3,2,4,5,0,2,8,79.76
82.01857643957251,1.0574728454515023,0,8,4,1,2,8,2,100.0
379.08218932165056,3.583343198574215,1,2,4,1,7,6,1,29.95
425.8847553948325,6.55234226538168,3,11,0,4,4,1,6,83.89
68.95742762104233,9.830675602246812,2,9,1,4,7,8,4,89.35
336.53025148161174,6.686321743150016,5,12,3,6,7,3,4,49.9
182.3077186068865,3.338232229577438,6,1,4,1,2,8,9,65.64
408.3933068211029,6.706051327896502,3,9,1,6,3,1,4,78.95
154.15787166269538,5.8598684174427,6,1,2,4,6,9,3,56.3
433.10637857533163,8.018608556360292,0,10,4,5,5,3,4,60.77
268.8370870022902,1.9628257494426258,2,13,3,7,2,4,3,100.0
565.8341939178366,7.849251122518252,1,10,2,9,3,1,5,81.9
134.26130983883635,5.871399208084992,2,2,2,3,5,9,3,81.48
244.1758295671396,9.666928034730951,2,6,3,6,6,0,1,35.14
121.27570146991809,4.076849494348175,4,6,4,5,7,6,8,64.46
559.3345538704239,6.693597038205533,2,1,0,9,4,9,1,80.59
533.7632508257298,9.388252949590157,2,7,3,1,4,0,8,42.68
199.28847896618402,1.9225875519161133,7,8,3,7,6,7,9,81.51
416.39138485845666,9.43505638512806,3,2,3,9,6,2,5,39.27
501.2999881086565,7.19097150070732,1,8,2,8,0,9,8,100.0
359.80843826370966,1.610533531946547,7,9,1,4,3,5,8,86.95
346.0113123122435,3.708672102521346,7,6,0,9,7,6,2,66.11
190.6002370862439,7.373548797807534,3,5,4,3,3,9,0,63.27
110.27549461518558,1.6061554132189453,3,12,4,5,6,0,0,55.3
544.4965092947964,6.23953414158646,0,9,1,7,1,5,2,100.0
546.2257508681985,4.112947512576611,3,13,3,2,1,6,4,79.66
401.8747869275647,6.588239659907294,4,12,0,9,5,5,2,87.83
243.07608716629838,1.4116783043126158,4,11,4,0,5,3,8,65.47
248.57317029083688,8.843831255371386,7,9,5,3,1,0,8,37.26
452.01606658992927,9.761400722596573,6,1,4,3,6,8,2,12.14
544.4395403743916,9.719900697571223,0,11,3,0,6,3,2,41.67
539.0266691031634,7.746866485686322,6,3,5,8,5,6,4,15.51
481.13279476311686,2.170776161175688,6,9,1,2,2,6,1,73.91
406.6970889233154,7.824368763361203,7,11,0,4,6,1,5,53.98
105.43558109732638,1.2212822481292136,5,2,1,5,1,0,6,83.06
147.27950561109145,1.1991119637609753,7,12,1,7,3,7,8,100.0
545.2192618046229,3.912491972345871,1,4,0,5,6,7,5,90.25
387.47169221617855,5.397788713641992,1,4,0,2,7,6,2,77.94
64.96640787298001,7.933666760270139,3,2,4,5,6,7,4,53.56
114.79463314765734,7.149658389458547,3,3,4,0,2,2,3,48.89
418.29095531835014,5.013124357390735,5,13,0,3,5,1,4,75.26
62.73325527695809,3.462639996534993,3,3,5,5,6,6,7,64.05
146.83634776544926,9.9741205014194,1,1,2,6,4,7,7,90.88
356.3162462579565,4.835631720123756,6,6,4,9,0,0,5,52.4
433.6234067540544,5.062483218967079,7,8,2,2,1,9,0,59.58
412.0590801314043,2.4726143907250226,2,12,5,8,7,8,7,81.34
181.1054271087023,8.153285938749365,4,3,0,6,7,3,7,76.62
444.5767795276694,7.243140032033398,2,5,5,0,7,3,1,10.56
188.11450724827205,2.9869265150988435,2,1,4,1,4,2,3,43.38
235.71583700600456,1.7414294105425843,1,10,1,0,7,5,1,75.83
463.105358763733,7.124493718672418,2,7,0,8,7,0,3,63.53
410.80176548549593,6.890600928530217,7,10,3,8,5,5,9,65.56
518.5806416668561,3.459335742983884,5,13,2,6,3,1,6,73.9
415.1109618421854,9.557772060253694,0,1,5,9,0,8,8,87.15
366.88664580115466,2.3595210260281023,3,12,0,2,4,1,7,98.31
110.58437462716994,4.891013209383417,0,11,5,4,0,6,8,100.0
258.5665336520941,9.49254328150839,6,9,0,3,1,0,7,80.23
203.20927854813175,4.7775458523351,7,8,4,6,5,6,1,41.16
191.75440742470514,6.74673352897677,7,7,4,8,6,4,6,44.42
585.4256995663206,4.578349581665148,4,10,4,1,3,7,1,43.06
272.27277132005065,3.4679368211380304,7,7,5,7,5,3,1,29.36
541.7051397956411,9.855798831638454,3,5,3,8,0,9,3,75.65
400.81485803852195,4.684006056835387,7,5,4,9,4,6,0,33.53
489.1981039124901,9.04689283311221,2,11,0,9,1,5,4,100.0
331.42403027680376,3.0695914530197754,4,13,4,8,1,4,5,93.59
371.5280976982339,2.9179423362257495,3,5,1,9,5,3,8,99.47
325.9595546621865,1.2802067459606024,5,1,4,6,6,6,9,60.49
165.43121341094403,6.865001428382966,5,8,5,8,4,4,7,62.25
450.1241422412129,4.316737093513851,5,12,3,8,6,4,1,50.97
211.61707571806213,8.779224248556734,5,11,1,2,6,0,0,33.71
73.13062187298507,5.258889160224014,2,1,5,3,7,1,1,24.06
408.55503978987065,9.713740851232496,7,4,5,1,4,4,6,9.55
155.63976687980642,2.6697296413280904,0,9,5,9,0,2,3,99.16
567.8476355505737,8.817608511600497,3,14,0,2,5,1,9,78.84
575.1214315813971,7.989371675125676,2,9,5,4,5,3,4,31.11
554.0267707190421,7.938296601796468,5,5,0,4,7,3,6,47.19
259.88569813794,8.60304905305199,6,4,5,5,2,3,2,27.86
68.34657292558842,7.84921591848699,7,3,2,6,5,3,9,62.75
561.2920237973717,6.635982894682739,0,3,1,6,1,2,1,79.91
291.2194400913497,2.1812038991414884,6,12,2,0,0,6,6,96.37
581.9936022835816,1.2927356154212672,4,5,5,1,4,8,4,36.49
580.3547876281965,9.287630630341182,6,10,1,8,5,4,0,42.02
520.6251059523745,6.549852830686643,4,1,1,9,0,3,0,59.91
219.00240171757628,8.168835618785586,4,5,3,1,7,1,8,33.13
267.9527734450396,5.33370116361295,5,6,2,5,5,1,4,56.73
519.6138026191027,2.0557737006615504,4,7,3,0,4,4,0,38.02
231.13788278438994,2.126672129822954,1,12,1,2,3,6,6,100.0
151.52608321048996,7.170087585060743,3,9,0,1,4,9,8,100.0
360.6726817275091,4.872753054095164,3,3,1,2,4,9,0,66.07
565.5235780468217,2.8047225403030307,5,2,3,4,4,8,9,62.66
435.85609020448544,5.424350920672932,1,14,2,9,5,6,3,100.0
367.83303184825706,1.577880433676207,6,3,5,5,2,4,2,31.3
112.47530663621501,6.237742617229589,2,12,5,8,4,9,4,87.31
392.10390241755164,3.4209406399158793,6,9,2,9,7,9,6,79.87
594.6290790563022,8.178031905734693,7,12,5,3,1,9,7,52.49
135.64536822772297,3.793257630312164,2,7,5,6,1,5,1,76.04
339.89801227641783,5.09698134173621,4,9,3,5,7,2,6,55.0
533.7814588410959,1.1045848591729057,0,13,2,1,0,4,0,97.01
460.0150535872704,1.65202199015103,2,2,4,9,2,7,6,85.47
436.3885001374447,4.532442007660164,0,5,0,7,0,0,7,100.0
439.341405353039,5.319449512454112,3,13,0,6,7,0,1,60.84
254.12522165866778,6.400184933073733,0,4,5,6,1,6,8,94.01
218.53959590282642,3.624963208383729,3,2,0,7,6,4,0,74.7
497.0550239583973,7.254836975138883,1,9,2,0,1,4,5,76.92
497.46123312675763,8.741101574702842,1,9,2,0,3,0,0,38.14
528.219052033256,8.018658900040148,5,6,1,7,4,8,2,62.31
553.1498983804945,1.3565694281352143,5,11,1,3,6,0,5,53.64
336.12489538490644,5.32456252532046,4,6,0,4,1,4,2,88.8
330.81879913108776,1.9443716057635738,2,8,4,7,5,9,7,93.73
491.07939664205855,3.178405142762747,4,6,1,4,5,8,4,74.52
410.98052261999317,9.879963339404318,3,1,1,9,0,3,1,66.86
439.0621137191598,2.282459886113619,4,4,2,3,6,7,3,60.84
489.72804149549455,5.489993381062204,0,13,4,5,0,5,8,100.0
540.6028845814858,6.563401608863072,3,7,5,4,4,2,3,25.31
242.51738469982934,7.322184734896935,5,13,0,6,4,3,9,100.0
262.81479442556974,6.036838151382227,1,13,1,9,3,1,9,100.0
110.75024751406926,1.087937626772653,5,2,4,6,7,0,7,42.04
372.27127613793397,3.938151774195927,2,9,4,3,7,7,4,64.46
79.40882785024073,5.6594047904624025,3,8,0,4,2,0,9,100.0
311.4229297915285,1.7907984923035003,3,8,4,2,0,0,0,53.37
353.0281027420914,4.155642380882627,0,7,4,3,4,3,6,80.54
214.7322761492736,1.298827979122299,2,4,4,3,7,9,2,60.5
379.0499607072658,1.7072064743951867,1,2,1,2,0,9,9,100.0
76.4701349670867,4.5723094858143645,6,3,0,9,4,5,7,97.33
80.16802192457578,2.194441786387543,3,12,4,4,1,8,2,100.0
504.20430275621544,6.107867634354023,3,6,4,4,0,0,0,40.64
254.50294636208196,7.2051847222353915,0,12,1,6,1,6,4,100.0
128.61267683201777,8.205280291981746,4,12,0,3,0,9,1,100.0
342.01136042959433,2.8013521982032907,7,5,2,3,2,4,3,54.7
475.79651867324986,2.507343240331628,1,12,1,8,3,7,0,100.0
176.5433548482953,1.9411105630096022,5,8,0,5,5,6,8,100.0
396.3608569422601,6.72787224589273,2,6,4,3,7,3,5,44.83
106.08763109663471,7.35828153838211,3,6,0,1,5,3,7,90.39
87.90812943104815,1.2842753034307783,3,1,0,5,5,5,3,92.56
346.9315010467999,9.42591021619321,5,4,5,1,1,5,8,47.79
351.9429656694575,1.4677415528632518,1,5,0,4,6,8,1,92.55
404.21214680903154,5.871667017709634,7,12,2,5,4,4,8,72.27
452.08932021023725,7.381544675058247,4,11,0,3,5,7,4,83.11
586.9601229097686,8.83872211371477,3,3,2,2,2,4,5,52.89
338.80218808264544,7.4267823891918505,7,13,4,6,5,1,2,28.02
234.39649538827283,8.215552747628127,1,9,2,1,0,5,3,90.5
489.4005451751,4.0550517328852544,5,1,4,5,1,8,5,57.65
206.24941568152008,8.33342602371861,0,6,4,3,6,2,6,62.17
297.0445671810435,1.7210336174620764,4,6,2,5,0,0,0,67.62
102.36644592482361,9.05334990454475,2,10,1,3,6,0,6,81.1
73.68940144434706,5.928331385383626,3,5,3,3,0,2,0,64.32
579.8301439260796,8.355679929662443,1,12,0,3,0,9,4,100.0
511.42926507659115,5.070864560664702,0,5,5,8,7,4,5,47.41
435.82607129059693,6.792199256768725,2,10,3,6,3,2,1,61.87
280.83458998370577,5.737623948425019,6,14,0,2,3,8,9,100.0
153.57893283825672,7.584305695797987,1,13,0,2,4,7,8,100.0
144.47600304238648,1.7346698382753063,1,5,4,5,1,2,9,100.0
195.13116500888148,1.5431687559150742,2,6,0,5,2,8,5,100.0
356.58239894130503,3.223929106091318,0,8,5,3,2,5,6,83.54
445.88179825803365,2.435902121018695,6,2,0,8,2,6,9,96.84
416.50658342757487,8.846052099329814,7,6,2,3,7,3,7,30.47
211.16430435080915,2.9729258862223986,7,1,3,8,0,3,9,76.9
575.6272515581248,9.782787302372181,5,4,2,3,3,1,0,14.62
458.464335015715,4.032062125939961,0,14,5,1,1,4,7,86.89
359.35118835615634,2.6390612411982937,4,10,0,1,0,7,3,100.0
390.3292029665502,8.107286564282312,3,3,5,4,6,6,9,38.4
286.58403371100655,6.928369979507885,2,9,4,3,3,6,7,78.81
193.77473433062502,5.483761448078251,5,3,2,6,3,5,5,74.92
252.22524647168126,5.998271958438681,6,6,2,4,5,2,8,55.35
469.2368996507593,7.472816004450374,2,1,1,5,5,4,3,56.64
67.77248386006816,3.0560926719816885,2,12,0,9,7,0,1,100.0
122.67922587373477,9.967005244510677,0,6,4,3,1,6,1,80.0
84.84142669174648,9.773138459321048,3,4,2,1,6,8,4,72.14
81.99355325224387,6.852931177122432,4,8,2,9,1,0,9,100.0
521.9487153659438,2.7958820583623063,7,13,4,8,1,1,8,69.81
439.9752440652128,7.122054181881622,1,11,5,9,7,2,2,40.59
316.05386770715563,1.6497856808125826,1,9,5,6,7,2,7,62.96
112.83044675154079,1.2758725198522547,2,4,0,3,0,7,3,100.0
325.4725725630895,3.3191459966009234,7,10,1,2,4,6,5,78.65
315.6747562215055,5.163606610653847,7,12,2,9,7,5,9,83.51
153.52900975140818,8.814452548675424,3,10,1,2,1,9,5,100.0
294.27989058850545,7.544521627896772,6,6,5,8,5,9,2,40.44
275.19255657458166,7.684358690799829,6,1,5,4,4,3,4,13.61
392.5590529481969,4.829440010032679,5,4,3,2,0,8,2,64.86
402.95057146852764,4.113414932922666,0,7,0,4,4,0,0,81.0
84.46416527690404,4.339348866861425,3,12,3,1,2,1,6,81.87
262.29081189829446,9.88884607362452,3,1,3,3,6,3,3,31.34
397.96435448568764,1.3609827227123423,0,8,3,9,4,2,6,94.55
331.69357963324734,8.803283465102037,7,12,0,1,1,0,2,59.15
522.5045142416941,6.208078677151541,6,10,0,1,0,4,4,78.84
415.6945610742303,4.947538772706315,6,12,4,7,6,6,4,50.76
147.98459062397203,7.527318943736229,7,11,1,0,1,1,1,58.24
98.10712359623211,5.380020472822325,6,6,1,6,6,4,9,84.69
406.9064102314104,8.860809142734945,2,5,4,4,5,5,1,38.84
74.31610769247578,9.106316776101327,3,10,4,7,2,6,3,85.33
376.31881388767016,4.795488341861098,1,11,5,0,5,0,3,38.25
567.7243303694771,3.4914501751154643,0,14,3,6,1,6,3,99.82
370.75605605297466,6.33115295734026,6,9,4,4,1,3,5,51.66
269.6117601515218,9.211270110550219,5,2,2,3,1,7,1,59.79
407.3756379588707,2.895959701050999,6,5,1,6,3,3,5,69.95
307.45656086541896,6.606699252071345,6,6,4,9,2,5,6,66.39
354.63306623060487,6.684041980832685,4,7,2,1,6,8,9,81.2
568.3909967393236,7.5980172017375285,2,5,2,0,7,4,2,33.5
268.49542441241806,2.1841091661453382,0,9,2,0,1,3,7,100.0
579.0429044649137,7.442424682138797,4,1,5,0,1,7,1,16.63
548.8893466562745,9.181292685990769,4,7,5,4,6,8,7,29.53
165.7272127862201,2.6171479798321777,5,10,2,9,7,3,4,75.97
97.45510247258935,3.1378899243148988,3,7,5,6,5,2,1,47.87
114.4201207438104,9.742555846374756,5,4,3,1,5,7,6,55.96
69.83978585183685,2.628792574385408,3,9,2,9,1,4,1,100.0
110.99919880820133,8.689465840326212,3,14,3,7,0,1,5,97.11
428.8236576448327,5.430500708032313,0,12,3,3,3,9,9,100.0
98.44187016852365,3.2250796696285935,6,11,2,2,5,8,2,75.81
232.2468403586311,8.836749111452603,0,5,1,9,0,2,8,100.0
516.2326679235055,5.007747295023989,2,4,2,7,3,1,2,62.32
72.56684529734596,5.633356185367211,3,13,2,1,1,0,2,83.81
499.8129805980253,4.233100324597891,4,7,5,2,2,7,4,50.53
212.20157837763597,6.3365576629143465,6,4,2,2,4,2,6,53.57
123.80900691569437,2.4717148532652047,1,3,1,9,4,6,7,100.0
436.23806929664136,4.519733829865846,2,9,5,0,1,0,6,52.25
399.6291372611374,9.724710901017588,0,11,0,5,5,0,8,94.35
533.8348873046086,3.3232008943101476,5,8,0,1,0,8,4,98.26
456.93836365409834,6.910629980871629,2,1,3,0,2,7,9,71.79
493.87970240781823,3.926710578022254,2,7,3,1,6,2,2,38.35
212.2986691885055,7.961258131179406,6,9,1,5,3,5,5,79.11
155.81735364105032,2.177862946465148,2,8,4,3,1,2,4,83.97
465.33196588606353,9.728389405706903,2,8,0,5,2,3,3,89.53
495.69075920432255,5.084105872452753,1,13,3,8,7,0,1,50.02
594.8727766803636,3.1244541701181756,7,6,0,9,2,4,6,79.99
282.81354553217034,1.6614707259701138,5,11,1,9,5,0,4,82.23
260.88976632810295,2.5278211457878665,5,4,1,7,7,0,3,54.26
479.2629988006783,5.677965537004159,5,8,4,0,3,9,7,58.0
244.03391173662965,4.033028587881576,3,3,4,7,7,6,8,58.23
562.608955825925,8.459950292943486,4,13,5,8,2,5,8,72.03
523.5428859952264,4.877987712956253,7,9,1,5,5,1,2,40.35
291.6567747825099,3.238428453288669,5,13,3,9,7,1,2,49.71
465.4703766074086,6.554304879436271,2,2,0,4,0,6,4,93.8
467.45315200572844,7.360994951969012,2,2,2,5,5,0,4,46.61
115.6868891714036,2.5033771711085486,5,12,4,5,0,1,9,100.0
547.378569606966,2.508572946594859,6,13,2,8,0,7,1,90.43
332.83628112184283,1.3300428424018866,5,12,3,3,7,5,0,48.17
506.2870316981805,7.627618135590764,2,7,4,1,7,1,7,29.68
